Physician,Date,NewPrescription,Samples,Details,CompetitorNew,MedicalCPI,DRG,Psych
165,7,11,8,1,26,250.2,373.09,0
166,7,11,4,2,12,250.2,373.09,0
167,7,10,0,0,19,250.2,373.09,0
168,7,11,0,1,1,250.2,373.09,1
169,7,10,0,0,38,250.2,373.09,0
170,7,11,0,0,22,250.2,373.09,0
171,7,10,0,0,18,250.2,373.09,0
172,7,11,0,2,14,250.2,373.09,0
173,7,13,10,1,4,250.2,373.09,0
174,7,12,9,3,19,250.2,373.09,0
175,7,11,0,0,65,250.2,373.09,0
176,7,14,18,6,17,250.2,373.09,0
177,7,12,0,0,7,250.2,373.09,0
178,7,13,10,2,44,250.2,373.09,0
179,7,11,0,0,52,250.2,373.09,0
180,7,11,0,1,57,250.2,373.09,0
181,7,12,0,2,20,250.2,373.09,0
182,7,12,0,5,11,250.2,373.09,0
183,7,12,0,4,7,250.2,373.09,0
1,8,10,0,0,8,251.1,349.02,1
2,8,11,0,2,3,251.1,349.02,0
3,8,11,8,2,14,251.1,349.02,0
4,8,10,0,0,19,251.1,349.02,0
5,8,11,0,2,3,251.1,349.02,0
6,8,13,6,2,5,251.1,349.02,0
7,8,12,0,1,6,251.1,349.02,0
8,8,13,8,2,23,251.1,349.02,0
9,8,11,0,0,5,251.1,349.02,0
10,8,11,0,1,9,251.1,349.02,0
11,8,10,0,0,0,251.1,349.02,0
12,8,10,0,0,19,251.1,349.02,0
13,8,12,15,3,14,251.1,349.02,0
14,8,10,0,0,14,251.1,349.02,0
15,8,10,0,0,11,251.1,349.02,0
16,8,13,4,1,32,251.1,349.02,0
17,8,10,0,0,31,251.1,349.02,0
18,8,13,0,1,34,251.1,349.02,0
19,8,13,0,0,27,251.1,349.02,0
20,8,11,0,1,4,251.1,349.02,0
21,8,10,8,2,36,251.1,349.02,0
22,8,12,0,0,22,251.1,349.02,0
23,8,13,0,0,2,251.1,349.02,0
24,8,11,0,3,15,251.1,349.02,0
25,8,10,0,0,23,251.1,349.02,0
26,8,10,8,2,30,251.1,349.02,0
27,8,11,9,2,23,251.1,349.02,0
28,8,10,0,0,10,251.1,349.02,0
29,8,12,3,1,10,251.1,349.02,0
30,8,13,0,1,7,251.1,349.02,0
31,8,13,0,2,9,251.1,349.02,0
32,8,11,0,3,1,251.1,349.02,0
33,8,11,0,2,31,251.1,349.02,0
34,8,12,8,2,5,251.1,349.02,0
35,8,11,0,0,12,251.1,349.02,0
36,8,11,3,2,30,251.1,349.02,0
37,8,12,0,1,33,251.1,349.02,0
38,8,13,0,2,8,251.1,349.02,0
39,8,11,0,1,9,251.1,349.02,0
40,8,11,0,1,24,251.1,349.02,0
41,8,14,20,1,8,251.1,349.02,0
42,8,10,0,0,12,251.1,349.02,0
43,8,12,0,1,14,251.1,349.02,0
44,8,11,0,0,18,251.1,349.02,0
45,8,10,0,0,15,251.1,349.02,0
46,8,11,0,0,68,251.1,349.02,0
47,8,10,0,0,38,251.1,349.02,0
48,8,13,25,2,36,251.1,349.02,0
49,8,12,0,1,22,251.1,349.02,0
50,8,11,0,2,22,251.1,349.02,0
51,8,13,0,1,5,251.1,349.02,0
52,8,10,0,1,7,251.1,349.02,0
53,8,11,7,1,14,251.1,349.02,0
54,8,12,0,0,19,251.1,349.02,0
55,8,11,6,1,12,251.1,349.02,0
56,8,12,6,2,5,251.1,349.02,0
57,8,11,2,1,15,251.1,349.02,0
58,8,14,0,1,41,251.1,349.02,0
59,8,12,0,3,20,251.1,349.02,0
60,8,12,0,3,9,251.1,349.02,0
61,8,12,39,3,15,251.1,349.02,0
62,8,14,0,1,9,251.1,349.02,0
63,8,12,0,2,55,251.1,349.02,0
64,8,11,0,3,8,251.1,349.02,0
65,8,11,0,0,11,251.1,349.02,0
66,8,10,0,0,15,251.1,349.02,0
67,8,10,0,0,13,251.1,349.02,0
68,8,11,0,0,12,251.1,349.02,0
69,8,11,0,3,18,251.1,349.02,0
70,8,13,19,2,80,251.1,349.02,0
71,8,11,0,1,21,251.1,349.02,0
72,8,12,10,1,9,251.1,349.02,0
73,8,13,0,1,15,251.1,349.02,0
74,8,10,7,1,13,251.1,349.02,0
75,8,10,0,0,8,251.1,349.02,0
76,8,11,0,3,33,251.1,349.02,0
77,8,13,0,0,17,251.1,349.02,0
78,8,12,0,2,9,251.1,349.02,0
79,8,10,0,0,12,251.1,349.02,0
80,8,12,0,3,34,251.1,349.02,0
81,8,11,0,1,30,251.1,349.02,0
82,8,13,0,2,12,251.1,349.02,0
83,8,10,0,1,4,251.1,349.02,0
84,8,10,0,0,12,251.1,349.02,0
85,8,12,0,3,20,251.1,349.02,0
86,8,13,5,4,32,251.1,349.02,0
87,8,14,0,5,27,251.1,349.02,0
88,8,11,0,0,16,251.1,349.02,0
89,8,11,0,1,18,251.1,349.02,0
90,8,11,0,1,39,251.1,349.02,0
91,8,10,0,0,7,251.1,349.02,0
92,8,11,0,1,19,251.1,349.02,0
93,8,10,0,0,3,251.1,349.02,0
94,8,12,0,3,28,251.1,349.02,0
95,8,10,0,0,16,251.1,349.02,0
96,8,11,0,1,2,251.1,349.02,0
97,8,12,0,1,22,251.1,349.02,0
98,8,10,0,0,45,251.1,349.02,0
99,8,12,9,2,40,251.1,349.02,0
100,8,12,0,0,15,251.1,349.02,0
101,8,12,0,0,9,251.1,349.02,0
102,8,10,0,0,23,251.1,349.02,1
103,8,12,0,4,16,251.1,349.02,0
104,8,10,0,0,18,251.1,349.02,0
105,8,12,0,2,28,251.1,349.02,0
106,8,11,0,2,15,251.1,349.02,0
107,8,11,0,2,24,251.1,349.02,0
108,8,11,0,0,5,251.1,349.02,0
109,8,10,0,0,22,251.1,349.02,0
110,8,12,4,1,54,251.1,349.02,0
111,8,11,0,1,35,251.1,349.02,0
112,8,13,0,1,25,251.1,349.02,0
113,8,12,10,1,21,251.1,349.02,0
114,8,12,0,2,21,251.1,349.02,0
115,8,11,3,1,17,251.1,349.02,0
116,8,11,0,0,29,251.1,349.02,0
117,8,10,0,0,11,251.1,349.02,0
118,8,12,7,3,19,251.1,349.02,0
119,8,10,0,0,14,251.1,349.02,0
120,8,11,0,1,18,251.1,349.02,0
121,8,13,0,1,32,251.1,349.02,0
122,8,14,0,3,30,251.1,349.02,0
123,8,12,5,1,2,251.1,349.02,0
124,8,10,0,1,15,251.1,349.02,0
125,8,12,8,2,25,251.1,349.02,0
126,8,12,8,1,52,251.1,349.02,0
127,8,10,0,0,25,251.1,349.02,0
128,8,12,9,1,46,251.1,349.02,0
129,8,12,11,1,35,251.1,349.02,0
130,8,12,0,0,10,251.1,349.02,0
131,8,11,0,0,30,251.1,349.02,0
132,8,10,0,1,9,251.1,349.02,0
133,8,10,0,0,30,251.1,349.02,0
134,8,12,0,1,25,251.1,349.02,0
135,8,12,0,1,24,251.1,349.02,0
136,8,13,6,4,63,251.1,349.02,0
137,8,10,0,0,22,251.1,349.02,0
138,8,12,0,0,57,251.1,349.02,0
139,8,11,0,1,37,251.1,349.02,0
140,8,12,0,1,21,251.1,349.02,0
141,8,11,0,1,42,251.1,349.02,0
142,8,13,12,1,39,251.1,349.02,0
143,8,12,0,2,24,251.1,349.02,0
144,8,11,0,0,57,251.1,349.02,0
145,8,12,2,2,6,251.1,349.02,0
146,8,11,0,1,27,251.1,349.02,0
147,8,13,3,2,13,251.1,349.02,0
148,8,12,8,3,71,251.1,349.02,0
149,8,12,0,1,9,251.1,349.02,0
150,8,13,0,2,56,251.1,349.02,0
151,8,11,0,0,18,251.1,349.02,0
152,8,13,6,2,25,251.1,349.02,0
153,8,12,0,2,29,251.1,349.02,0
154,8,12,0,0,8,251.1,349.02,0
155,8,11,3,2,32,251.1,349.02,0
156,8,10,0,0,13,251.1,349.02,0
157,8,10,0,0,20,251.1,349.02,0
158,8,12,6,2,12,251.1,349.02,0
159,8,11,6,2,68,251.1,349.02,0
160,8,12,0,2,11,251.1,349.02,0
161,8,12,0,1,27,251.1,349.02,0
162,8,13,5,2,18,251.1,349.02,0
163,8,12,0,2,49,251.1,349.02,0
164,8,10,0,0,13,251.1,349.02,0
165,8,12,15,5,24,251.1,349.02,0
166,8,11,6,2,10,251.1,349.02,0
167,8,10,0,0,9,251.1,349.02,0
168,8,12,0,3,2,251.1,349.02,1
169,8,10,0,0,24,251.1,349.02,0
170,8,11,0,0,15,251.1,349.02,0
171,8,10,0,0,26,251.1,349.02,0
172,8,11,1,2,15,251.1,349.02,0
173,8,13,0,0,4,251.1,349.02,0
174,8,11,0,1,5,251.1,349.02,0
175,8,11,0,0,35,251.1,349.02,0
176,8,14,16,4,20,251.1,349.02,0
177,8,13,10,1,7,251.1,349.02,0
178,8,13,0,3,51,251.1,349.02,0
179,8,11,0,0,34,251.1,349.02,0
180,8,11,0,0,48,251.1,349.02,0
181,8,12,0,0,18,251.1,349.02,0
182,8,12,0,4,17,251.1,349.02,0
183,8,12,0,1,12,251.1,349.02,0
1,9,10,0,0,4,251.9,364.2,1
2,9,11,0,2,3,251.9,364.2,0
3,9,11,0,3,15,251.9,364.2,0
4,9,10,0,0,34,251.9,364.2,0
5,9,12,14,3,10,251.9,364.2,0
6,9,13,0,2,16,251.9,364.2,0
7,9,13,11,2,2,251.9,364.2,0
8,9,13,0,3,21,251.9,364.2,0
9,9,11,0,1,11,251.9,364.2,0
10,9,11,0,1,24,251.9,364.2,0
11,9,10,0,0,4,251.9,364.2,0
12,9,10,0,0,17,251.9,364.2,0
13,9,12,0,4,16,251.9,364.2,0
14,9,10,0,0,16,251.9,364.2,0
15,9,10,0,0,3,251.9,364.2,0
16,9,13,0,4,43,251.9,364.2,0
17,9,10,0,0,25,251.9,364.2,0
18,9,13,0,1,35,251.9,364.2,0
19,9,14,13,2,12,251.9,364.2,0
20,9,11,0,1,27,251.9,364.2,0
21,9,10,0,2,31,251.9,364.2,0
22,9,13,14,2,16,251.9,364.2,0
23,9,14,13,4,2,251.9,364.2,0
24,9,11,0,1,10,251.9,364.2,0
25,9,10,0,0,19,251.9,364.2,0
26,9,10,0,2,28,251.9,364.2,0
27,9,11,0,1,15,251.9,364.2,0
28,9,10,0,0,8,251.9,364.2,0
29,9,12,0,0,5,251.9,364.2,0
30,9,14,0,5,8,251.9,364.2,0
31,9,14,16,2,4,251.9,364.2,0
32,9,11,0,0,2,251.9,364.2,0
33,9,11,0,2,38,251.9,364.2,0
34,9,12,4,5,8,251.9,364.2,0
35,9,12,8,4,6,251.9,364.2,0
36,9,11,0,0,19,251.9,364.2,0
37,9,12,6,2,18,251.9,364.2,0
38,9,13,0,4,16,251.9,364.2,0
39,9,11,0,2,10,251.9,364.2,0
40,9,11,0,1,31,251.9,364.2,0
41,9,13,0,1,2,251.9,364.2,0
42,9,10,0,0,15,251.9,364.2,0
43,9,13,4,3,11,251.9,364.2,0
44,9,11,0,0,19,251.9,364.2,0
45,9,10,0,0,12,251.9,364.2,0
46,9,11,0,3,50,251.9,364.2,0
47,9,10,0,0,32,251.9,364.2,0
48,9,13,16,3,14,251.9,364.2,0
49,9,12,0,0,20,251.9,364.2,0
50,9,12,10,3,16,251.9,364.2,0
51,9,13,6,1,14,251.9,364.2,0
52,9,10,0,0,8,251.9,364.2,0
53,9,11,2,0,8,251.9,364.2,0
54,9,12,3,1,15,251.9,364.2,0
55,9,11,0,0,19,251.9,364.2,0
56,9,12,7,4,7,251.9,364.2,0
57,9,11,0,0,7,251.9,364.2,0
58,9,15,25,1,29,251.9,364.2,0
59,9,12,0,2,18,251.9,364.2,0
60,9,12,0,3,6,251.9,364.2,0
61,9,11,0,2,26,251.9,364.2,0
62,9,14,0,1,6,251.9,364.2,0
63,9,12,0,1,31,251.9,364.2,0
64,9,12,0,6,14,251.9,364.2,0
65,9,11,0,0,22,251.9,364.2,0
66,9,10,0,0,15,251.9,364.2,0
67,9,10,0,0,11,251.9,364.2,0
68,9,11,0,0,14,251.9,364.2,0
69,9,11,8,2,11,251.9,364.2,0
70,9,13,18,3,55,251.9,364.2,0
71,9,11,0,3,4,251.9,364.2,0
72,9,12,5,1,15,251.9,364.2,0
73,9,13,0,1,8,251.9,364.2,0
74,9,10,0,0,5,251.9,364.2,0
75,9,10,0,0,15,251.9,364.2,0
76,9,11,0,3,28,251.9,364.2,0
77,9,13,0,0,25,251.9,364.2,0
78,9,12,0,0,11,251.9,364.2,0
79,9,10,0,0,11,251.9,364.2,0
80,9,13,10,3,49,251.9,364.2,0
81,9,11,0,3,31,251.9,364.2,0
82,9,13,0,2,10,251.9,364.2,0
83,9,10,0,0,6,251.9,364.2,0
84,9,10,0,0,25,251.9,364.2,0
85,9,12,0,2,58,251.9,364.2,0
86,9,13,4,3,28,251.9,364.2,0
87,9,14,14,2,27,251.9,364.2,0
88,9,11,0,0,23,251.9,364.2,0
89,9,11,0,3,6,251.9,364.2,0
90,9,11,0,2,46,251.9,364.2,0
91,9,10,0,0,15,251.9,364.2,0
92,9,11,0,0,12,251.9,364.2,0
93,9,10,0,1,7,251.9,364.2,0
94,9,12,0,1,23,251.9,364.2,0
95,9,11,4,2,23,251.9,364.2,0
96,9,11,0,2,15,251.9,364.2,0
97,9,12,0,0,23,251.9,364.2,0
98,9,10,0,1,46,251.9,364.2,0
99,9,13,20,2,45,251.9,364.2,0
100,9,12,0,0,17,251.9,364.2,0
101,9,12,0,0,6,251.9,364.2,0
102,9,10,0,0,44,251.9,364.2,1
103,9,12,12,2,20,251.9,364.2,0
104,9,10,0,0,23,251.9,364.2,0
105,9,13,8,3,26,251.9,364.2,0
106,9,12,13,3,23,251.9,364.2,0
107,9,11,5,2,21,251.9,364.2,0
108,9,11,0,1,14,251.9,364.2,0
109,9,10,0,0,16,251.9,364.2,0
110,9,12,0,0,69,251.9,364.2,0
111,9,12,25,2,45,251.9,364.2,0
112,9,13,0,2,15,251.9,364.2,0
113,9,12,15,1,12,251.9,364.2,0
114,9,12,0,2,13,251.9,364.2,0
115,9,12,13,2,17,251.9,364.2,0
116,9,11,0,0,36,251.9,364.2,0
117,9,10,0,0,12,251.9,364.2,0
118,9,12,0,2,11,251.9,364.2,0
119,9,10,0,0,28,251.9,364.2,0
120,9,11,0,1,12,251.9,364.2,0
121,9,14,0,4,13,251.9,364.2,0
122,9,15,8,4,33,251.9,364.2,0
123,9,13,7,4,12,251.9,364.2,0
124,9,10,0,2,14,251.9,364.2,0
125,9,12,0,1,27,251.9,364.2,0
126,9,12,6,1,41,251.9,364.2,0
127,9,10,0,0,30,251.9,364.2,0
128,9,12,12,2,41,251.9,364.2,0
129,9,12,0,5,35,251.9,364.2,0
130,9,12,0,1,10,251.9,364.2,0
131,9,11,0,0,37,251.9,364.2,0
132,9,10,0,0,5,251.9,364.2,0
133,9,11,16,2,33,251.9,364.2,0
134,9,13,7,4,24,251.9,364.2,0
135,9,12,0,0,22,251.9,364.2,0
136,9,13,3,6,65,251.9,364.2,0
137,9,11,0,3,32,251.9,364.2,0
138,9,12,0,2,44,251.9,364.2,0
139,9,11,0,2,50,251.9,364.2,0
140,9,12,0,0,18,251.9,364.2,0
141,9,11,0,2,59,251.9,364.2,0
142,9,13,0,2,40,251.9,364.2,0
143,9,12,3,3,28,251.9,364.2,0
144,9,11,0,0,48,251.9,364.2,0
145,9,12,0,1,6,251.9,364.2,0
146,9,11,0,1,22,251.9,364.2,0
147,9,14,8,4,18,251.9,364.2,0
148,9,13,14,6,59,251.9,364.2,0
149,9,12,0,0,10,251.9,364.2,0
150,9,13,6,1,52,251.9,364.2,0
151,9,11,0,0,19,251.9,364.2,0
152,9,13,5,3,38,251.9,364.2,0
153,9,12,0,3,22,251.9,364.2,0
154,9,13,6,2,14,251.9,364.2,0
155,9,11,5,1,44,251.9,364.2,0
156,9,10,0,0,6,251.9,364.2,0
157,9,10,0,0,32,251.9,364.2,0
158,9,12,7,2,13,251.9,364.2,0
159,9,11,4,2,76,251.9,364.2,0
160,9,13,0,5,14,251.9,364.2,0
161,9,12,2,2,37,251.9,364.2,0
162,9,13,6,1,20,251.9,364.2,0
163,9,12,0,3,34,251.9,364.2,0
164,9,10,0,1,3,251.9,364.2,0
165,9,11,0,1,18,251.9,364.2,0
166,9,11,6,3,14,251.9,364.2,0
167,9,10,0,0,23,251.9,364.2,0
168,9,12,0,3,12,251.9,364.2,1
169,9,10,0,0,42,251.9,364.2,0
170,9,11,0,0,21,251.9,364.2,0
171,9,10,0,0,26,251.9,364.2,0
172,9,11,0,2,5,251.9,364.2,0
173,9,13,0,1,9,251.9,364.2,0
174,9,12,8,3,24,251.9,364.2,0
175,9,12,4,2,38,251.9,364.2,0
176,9,14,19,5,33,251.9,364.2,0
177,9,13,11,2,8,251.9,364.2,0
178,9,14,20,2,66,251.9,364.2,0
179,9,12,3,2,30,251.9,364.2,0
180,9,11,0,1,48,251.9,364.2,0
181,9,12,0,0,25,251.9,364.2,0
182,9,12,0,3,22,251.9,364.2,0
183,9,12,0,1,9,251.9,364.2,0
1,10,10,0,0,4,252.3,342.41,1
2,10,11,0,0,6,252.3,342.41,0
3,10,11,0,3,9,252.3,342.41,0
4,10,10,0,0,45,252.3,342.41,0
5,10,12,0,2,7,252.3,342.41,0
6,10,14,30,3,11,252.3,342.41,0
7,10,12,0,0,4,252.3,342.41,0
8,10,13,0,0,20,252.3,342.41,0
9,10,11,0,0,14,252.3,342.41,0
10,10,11,0,1,10,252.3,342.41,0
11,10,10,0,0,1,252.3,342.41,0
12,10,10,0,0,20,252.3,342.41,0
13,10,13,35,4,14,252.3,342.41,0
14,10,10,0,0,17,252.3,342.41,0
15,10,10,0,0,12,252.3,342.41,0
16,10,13,4,2,38,252.3,342.41,0
17,10,10,0,1,23,252.3,342.41,0
18,10,13,0,1,31,252.3,342.41,0
19,10,13,0,0,40,252.3,342.41,0
20,10,11,0,1,9,252.3,342.41,0
21,10,10,6,1,29,252.3,342.41,0
22,10,13,6,1,15,252.3,342.41,0
23,10,14,6,5,2,252.3,342.41,0
24,10,11,0,1,12,252.3,342.41,0
25,10,10,0,0,12,252.3,342.41,0
26,10,10,0,0,22,252.3,342.41,0
27,10,11,4,1,13,252.3,342.41,0
28,10,11,23,1,31,252.3,342.41,0
29,10,13,6,1,22,252.3,342.41,0
30,10,14,0,3,12,252.3,342.41,0
31,10,14,0,2,6,252.3,342.41,0
32,10,11,0,0,2,252.3,342.41,0
33,10,11,0,2,32,252.3,342.41,0
34,10,11,0,1,6,252.3,342.41,0
35,10,11,0,0,5,252.3,342.41,0
36,10,11,0,1,27,252.3,342.41,0
37,10,13,17,2,10,252.3,342.41,0
38,10,13,0,1,17,252.3,342.41,0
39,10,11,0,3,5,252.3,342.41,0
40,10,11,0,3,14,252.3,342.41,0
41,10,14,7,2,2,252.3,342.41,0
42,10,10,0,0,11,252.3,342.41,0
43,10,13,1,2,15,252.3,342.41,0
44,10,11,0,0,17,252.3,342.41,0
45,10,10,0,0,15,252.3,342.41,0
46,10,11,0,1,85,252.3,342.41,0
47,10,10,0,0,27,252.3,342.41,0
48,10,13,12,2,40,252.3,342.41,0
49,10,13,8,2,20,252.3,342.41,0
50,10,12,0,5,17,252.3,342.41,0
51,10,13,0,1,12,252.3,342.41,0
52,10,10,0,2,10,252.3,342.41,0
53,10,11,0,0,11,252.3,342.41,0
54,10,12,0,4,15,252.3,342.41,0
55,10,11,0,0,24,252.3,342.41,0
56,10,12,2,2,7,252.3,342.41,0
57,10,11,0,0,10,252.3,342.41,0
58,10,14,0,1,27,252.3,342.41,0
59,10,12,6,1,16,252.3,342.41,0
60,10,12,0,2,8,252.3,342.41,0
61,10,11,0,1,20,252.3,342.41,0
62,10,14,0,1,4,252.3,342.41,0
63,10,12,0,1,47,252.3,342.41,0
64,10,12,0,3,14,252.3,342.41,0
65,10,11,0,0,10,252.3,342.41,0
66,10,10,0,0,11,252.3,342.41,0
67,10,10,0,0,14,252.3,342.41,0
68,10,12,25,1,25,252.3,342.41,0
69,10,11,0,1,11,252.3,342.41,0
70,10,13,9,2,71,252.3,342.41,0
71,10,11,0,1,12,252.3,342.41,0
72,10,12,6,1,8,252.3,342.41,0
73,10,13,0,0,18,252.3,342.41,0
74,10,10,4,1,8,252.3,342.41,0
75,10,10,0,1,16,252.3,342.41,0
76,10,11,0,4,22,252.3,342.41,0
77,10,13,0,1,20,252.3,342.41,0
78,10,12,4,1,8,252.3,342.41,0
79,10,10,0,0,11,252.3,342.41,0
80,10,13,10,4,52,252.3,342.41,0
81,10,11,0,5,22,252.3,342.41,0
82,10,13,0,2,7,252.3,342.41,0
83,10,10,0,0,10,252.3,342.41,0
84,10,10,0,0,22,252.3,342.41,0
85,10,12,0,2,35,252.3,342.41,0
86,10,13,0,4,24,252.3,342.41,0
87,10,15,14,6,29,252.3,342.41,0
88,10,11,0,0,20,252.3,342.41,0
89,10,11,0,1,6,252.3,342.41,0
90,10,11,0,2,53,252.3,342.41,0
91,10,10,0,0,25,252.3,342.41,0
92,10,11,0,2,17,252.3,342.41,0
93,10,10,0,1,4,252.3,342.41,0
94,10,12,0,1,36,252.3,342.41,0
95,10,11,0,3,11,252.3,342.41,0
96,10,12,15,2,14,252.3,342.41,0
97,10,12,0,0,36,252.3,342.41,0
98,10,10,0,2,36,252.3,342.41,0
99,10,12,0,1,36,252.3,342.41,0
100,10,12,0,0,15,252.3,342.41,0
101,10,12,0,1,7,252.3,342.41,0
102,10,10,0,0,23,252.3,342.41,1
103,10,12,0,3,30,252.3,342.41,0
104,10,10,0,0,27,252.3,342.41,0
105,10,13,0,1,26,252.3,342.41,0
106,10,12,3,2,17,252.3,342.41,0
107,10,11,0,2,16,252.3,342.41,0
108,10,11,0,0,19,252.3,342.41,0
109,10,10,0,0,14,252.3,342.41,0
110,10,12,0,2,46,252.3,342.41,0
111,10,11,0,1,16,252.3,342.41,0
112,10,13,3,3,16,252.3,342.41,0
113,10,12,0,0,21,252.3,342.41,0
114,10,12,0,2,17,252.3,342.41,0
115,10,11,0,0,18,252.3,342.41,0
116,10,11,0,0,26,252.3,342.41,0
117,10,10,0,0,18,252.3,342.41,0
118,10,13,16,1,27,252.3,342.41,0
119,10,11,14,1,35,252.3,342.41,0
120,10,11,0,3,23,252.3,342.41,0
121,10,14,0,1,10,252.3,342.41,0
122,10,15,0,3,43,252.3,342.41,0
123,10,13,0,2,12,252.3,342.41,0
124,10,10,0,0,9,252.3,342.41,0
125,10,12,0,2,22,252.3,342.41,0
126,10,12,6,1,30,252.3,342.41,0
127,10,10,0,0,27,252.3,342.41,0
128,10,12,5,1,31,252.3,342.41,0
129,10,12,0,2,31,252.3,342.41,0
130,10,12,0,0,9,252.3,342.41,0
131,10,11,0,0,42,252.3,342.41,0
132,10,10,0,1,10,252.3,342.41,0
133,10,12,36,3,36,252.3,342.41,0
134,10,13,0,2,26,252.3,342.41,0
135,10,12,0,0,20,252.3,342.41,0
136,10,13,6,5,69,252.3,342.41,0
137,10,11,0,1,11,252.3,342.41,0
138,10,12,0,0,51,252.3,342.41,0
139,10,11,0,3,53,252.3,342.41,0
140,10,12,0,1,19,252.3,342.41,0
141,10,11,0,1,53,252.3,342.41,0
142,10,13,0,1,53,252.3,342.41,0
143,10,12,0,2,25,252.3,342.41,0
144,10,11,0,0,40,252.3,342.41,0
145,10,12,4,1,6,252.3,342.41,0
146,10,11,0,1,27,252.3,342.41,0
147,10,14,6,6,20,252.3,342.41,0
148,10,13,15,3,54,252.3,342.41,0
149,10,13,7,2,38,252.3,342.41,0
150,10,14,16,3,45,252.3,342.41,0
151,10,11,0,1,20,252.3,342.41,0
152,10,13,8,1,26,252.3,342.41,0
153,10,12,0,1,17,252.3,342.41,0
154,10,13,4,1,12,252.3,342.41,0
155,10,11,0,1,31,252.3,342.41,0
156,10,10,0,0,11,252.3,342.41,0
157,10,10,0,0,32,252.3,342.41,0
158,10,12,2,1,10,252.3,342.41,0
159,10,11,9,3,76,252.3,342.41,0
160,10,13,0,1,14,252.3,342.41,0
161,10,12,4,1,21,252.3,342.41,0
162,10,13,6,1,14,252.3,342.41,0
163,10,12,0,3,34,252.3,342.41,0
164,10,10,0,2,17,252.3,342.41,0
165,10,12,3,4,14,252.3,342.41,0
166,10,11,8,2,18,252.3,342.41,0
167,10,10,0,0,16,252.3,342.41,0
168,10,12,0,2,5,252.3,342.41,1
169,10,10,0,0,36,252.3,342.41,0
170,10,11,0,0,37,252.3,342.41,0
171,10,10,0,0,9,252.3,342.41,0
172,10,11,0,1,12,252.3,342.41,0
173,10,13,0,0,11,252.3,342.41,0
174,10,11,0,1,12,252.3,342.41,0
175,10,12,0,0,33,252.3,342.41,0
176,10,13,7,2,20,252.3,342.41,0
177,10,13,8,2,7,252.3,342.41,0
178,10,13,0,1,48,252.3,342.41,0
179,10,12,6,2,37,252.3,342.41,0
180,10,11,0,1,44,252.3,342.41,0
181,10,12,0,0,22,252.3,342.41,0
182,10,12,5,2,22,252.3,342.41,0
183,10,12,0,2,12,252.3,342.41,0
1,11,10,0,0,14,252.8,389.33,1
2,11,11,4,1,12,252.8,389.33,0
3,11,11,0,3,11,252.8,389.33,0
4,11,10,0,0,40,252.8,389.33,0
5,11,12,0,2,7,252.8,389.33,0
6,11,13,0,1,8,252.8,389.33,0
7,11,12,0,2,6,252.8,389.33,0
8,11,13,0,2,27,252.8,389.33,0
9,11,11,0,0,21,252.8,389.33,0
10,11,11,0,3,7,252.8,389.33,0
11,11,10,0,0,5,252.8,389.33,0
12,11,10,0,0,24,252.8,389.33,0
13,11,12,0,6,15,252.8,389.33,0
14,11,10,0,0,21,252.8,389.33,0
15,11,10,0,0,5,252.8,389.33,0
16,11,13,7,3,32,252.8,389.33,0
17,11,10,0,0,22,252.8,389.33,0
18,11,13,0,1,26,252.8,389.33,0
19,11,13,0,0,56,252.8,389.33,0
20,11,11,0,3,7,252.8,389.33,0
21,11,11,22,3,25,252.8,389.33,0
22,11,13,6,3,17,252.8,389.33,0
23,11,13,0,2,4,252.8,389.33,0
24,11,11,0,2,3,252.8,389.33,0
25,11,10,0,0,19,252.8,389.33,0
26,11,11,0,2,25,252.8,389.33,0
27,11,11,0,2,20,252.8,389.33,0
28,11,10,0,0,25,252.8,389.33,0
29,11,14,20,1,10,252.8,389.33,0
30,11,15,7,5,10,252.8,389.33,0
31,11,15,20,3,10,252.8,389.33,0
32,11,11,0,0,4,252.8,389.33,0
33,11,12,20,3,26,252.8,389.33,0
34,11,11,3,1,20,252.8,389.33,0
35,11,11,0,1,8,252.8,389.33,0
36,11,11,0,0,15,252.8,389.33,0
37,11,13,0,3,6,252.8,389.33,0
38,11,13,0,2,19,252.8,389.33,0
39,11,11,0,0,10,252.8,389.33,0
40,11,11,0,0,17,252.8,389.33,0
41,11,14,7,1,2,252.8,389.33,0
42,11,10,0,0,13,252.8,389.33,0
43,11,13,2,2,23,252.8,389.33,0
44,11,11,0,0,20,252.8,389.33,0
45,11,10,0,0,17,252.8,389.33,0
46,11,11,0,1,67,252.8,389.33,0
47,11,10,0,0,35,252.8,389.33,0
48,11,14,30,4,35,252.8,389.33,0
49,11,13,5,1,27,252.8,389.33,0
50,11,12,0,4,6,252.8,389.33,0
51,11,13,0,1,22,252.8,389.33,0
52,11,10,0,0,9,252.8,389.33,0
53,11,11,3,1,11,252.8,389.33,0
54,11,12,0,1,12,252.8,389.33,0
55,11,12,9,2,23,252.8,389.33,0
56,11,12,0,2,15,252.8,389.33,0
57,11,11,0,0,8,252.8,389.33,0
58,11,15,10,1,41,252.8,389.33,0
59,11,12,16,1,13,252.8,389.33,0
60,11,12,0,2,11,252.8,389.33,0
61,11,11,0,2,34,252.8,389.33,0
62,11,15,10,3,18,252.8,389.33,0
63,11,12,6,1,58,252.8,389.33,0
64,11,12,0,2,6,252.8,389.33,0
65,11,11,0,0,14,252.8,389.33,0
66,11,10,0,0,7,252.8,389.33,0
