Physician,Date,NewPrescription,Samples,Details,CompetitorNew,MedicalCPI,DRG,Psych
80,4,12,0,2,43,248.3,405.72,0
81,4,11,0,2,21,248.3,405.72,0
82,4,12,0,3,13,248.3,405.72,0
83,4,10,0,0,8,248.3,405.72,0
84,4,10,0,0,21,248.3,405.72,0
85,4,11,0,2,20,248.3,405.72,0
86,4,12,13,4,35,248.3,405.72,0
87,4,13,8,3,18,248.3,405.72,0
88,4,11,0,0,15,248.3,405.72,0
89,4,11,0,1,5,248.3,405.72,0
90,4,11,0,3,56,248.3,405.72,0
91,4,10,0,0,23,248.3,405.72,0
92,4,11,0,4,17,248.3,405.72,0
93,4,10,0,0,6,248.3,405.72,0
94,4,12,0,3,25,248.3,405.72,0
95,4,10,0,0,13,248.3,405.72,0
96,4,12,14,3,17,248.3,405.72,0
97,4,11,0,0,39,248.3,405.72,0
98,4,10,0,0,38,248.3,405.72,0
99,4,12,10,2,46,248.3,405.72,0
100,4,12,0,2,24,248.3,405.72,0
101,4,13,20,2,7,248.3,405.72,0
102,4,10,0,0,13,248.3,405.72,1
103,4,10,0,1,15,248.3,405.72,0
104,4,10,0,2,15,248.3,405.72,0
105,4,12,6,3,13,248.3,405.72,0
106,4,11,10,2,27,248.3,405.72,0
107,4,11,0,2,14,248.3,405.72,0
108,4,11,0,0,5,248.3,405.72,0
109,4,10,0,0,16,248.3,405.72,0
110,4,12,10,2,54,248.3,405.72,0
111,4,12,6,5,48,248.3,405.72,0
112,4,12,5,4,34,248.3,405.72,0
113,4,11,0,0,17,248.3,405.72,0
114,4,11,0,3,14,248.3,405.72,0
115,4,10,0,0,9,248.3,405.72,0
116,4,11,6,3,42,248.3,405.72,0
117,4,10,0,0,23,248.3,405.72,0
118,4,12,0,3,16,248.3,405.72,0
119,4,10,0,0,19,248.3,405.72,0
120,4,11,0,1,19,248.3,405.72,0
121,4,13,5,4,35,248.3,405.72,0
122,4,13,18,3,37,248.3,405.72,0
123,4,12,6,2,4,248.3,405.72,0
124,4,10,0,1,18,248.3,405.72,0
125,4,11,0,2,35,248.3,405.72,0
126,4,12,8,3,51,248.3,405.72,0
127,4,10,0,0,17,248.3,405.72,0
128,4,10,0,1,28,248.3,405.72,0
129,4,12,19,4,23,248.3,405.72,0
130,4,12,4,2,2,248.3,405.72,0
131,4,11,0,2,44,248.3,405.72,0
132,4,10,0,1,6,248.3,405.72,0
133,4,10,0,1,26,248.3,405.72,0
134,4,12,3,2,16,248.3,405.72,0
135,4,12,0,2,19,248.3,405.72,0
136,4,12,12,4,61,248.3,405.72,0
137,4,10,0,1,35,248.3,405.72,0
138,4,12,0,4,31,248.3,405.72,0
139,4,11,0,0,46,248.3,405.72,0
140,4,11,0,1,18,248.3,405.72,0
141,4,11,0,0,31,248.3,405.72,0
142,4,12,0,2,30,248.3,405.72,0
143,4,12,0,1,15,248.3,405.72,0
144,4,12,16,2,27,248.3,405.72,0
145,4,12,5,6,10,248.3,405.72,0
146,4,11,10,2,50,248.3,405.72,0
147,4,12,0,3,13,248.3,405.72,0
148,4,11,0,3,46,248.3,405.72,0
149,4,12,0,1,14,248.3,405.72,0
150,4,12,10,3,48,248.3,405.72,0
151,4,11,0,0,20,248.3,405.72,0
152,4,12,3,3,28,248.3,405.72,0
153,4,12,6,3,10,248.3,405.72,0
154,4,11,6,1,6,248.3,405.72,0
155,4,12,8,2,52,248.3,405.72,0
156,4,10,0,0,8,248.3,405.72,0
157,4,10,0,0,34,248.3,405.72,0
158,4,11,0,2,5,248.3,405.72,0
159,4,11,0,1,81,248.3,405.72,0
160,4,14,40,6,13,248.3,405.72,0
161,4,12,16,4,27,248.3,405.72,0
162,4,12,7,2,17,248.3,405.72,0
163,4,11,0,4,51,248.3,405.72,0
164,4,10,0,0,17,248.3,405.72,0
165,4,11,0,1,34,248.3,405.72,0
166,4,10,0,2,15,248.3,405.72,0
167,4,10,0,0,19,248.3,405.72,0
168,4,11,0,2,6,248.3,405.72,1
169,4,10,0,0,32,248.3,405.72,0
170,4,11,0,0,25,248.3,405.72,0
171,4,10,0,0,24,248.3,405.72,0
172,4,11,0,3,12,248.3,405.72,0
173,4,13,13,2,14,248.3,405.72,0
174,4,11,11,2,18,248.3,405.72,0
175,4,11,0,1,33,248.3,405.72,0
176,4,13,26,5,16,248.3,405.72,0
177,4,11,8,2,2,248.3,405.72,0
178,4,14,20,2,56,248.3,405.72,0
179,4,11,0,0,51,248.3,405.72,0
180,4,11,0,1,45,248.3,405.72,0
181,4,13,34,3,21,248.3,405.72,0
182,4,12,0,5,16,248.3,405.72,0
183,4,11,0,2,8,248.3,405.72,0
1,5,10,0,0,10,249.1,369.43,1
2,5,11,6,3,11,249.1,369.43,0
3,5,11,8,2,23,249.1,369.43,0
4,5,10,0,0,23,249.1,369.43,0
5,5,11,0,1,3,249.1,369.43,0
6,5,12,17,2,18,249.1,369.43,0
7,5,12,4,4,4,249.1,369.43,0
8,5,13,12,2,23,249.1,369.43,0
9,5,10,0,0,11,249.1,369.43,0
10,5,11,0,0,4,249.1,369.43,0
11,5,10,0,0,0,249.1,369.43,0
12,5,10,0,0,9,249.1,369.43,0
13,5,12,15,5,15,249.1,369.43,0
14,5,10,0,0,17,249.1,369.43,0
15,5,10,0,0,7,249.1,369.43,0
16,5,13,3,5,41,249.1,369.43,0
17,5,10,0,0,18,249.1,369.43,0
18,5,13,0,1,21,249.1,369.43,0
19,5,12,0,0,31,249.1,369.43,0
20,5,11,0,2,9,249.1,369.43,0
21,5,10,0,3,31,249.1,369.43,0
22,5,12,12,4,16,249.1,369.43,0
23,5,14,7,2,6,249.1,369.43,0
24,5,11,0,3,20,249.1,369.43,0
25,5,10,0,0,21,249.1,369.43,0
26,5,10,0,3,23,249.1,369.43,0
27,5,11,0,2,16,249.1,369.43,0
28,5,10,0,0,14,249.1,369.43,0
29,5,12,0,2,14,249.1,369.43,0
30,5,12,10,1,16,249.1,369.43,0
31,5,13,4,4,12,249.1,369.43,0
32,5,11,5,4,5,249.1,369.43,0
33,5,10,0,0,47,249.1,369.43,0
34,5,12,6,3,9,249.1,369.43,0
35,5,11,0,0,7,249.1,369.43,0
36,5,10,0,1,23,249.1,369.43,0
37,5,11,5,2,14,249.1,369.43,0
38,5,12,0,2,19,249.1,369.43,0
39,5,11,0,2,9,249.1,369.43,0
40,5,11,0,1,15,249.1,369.43,0
41,5,13,0,3,6,249.1,369.43,0
42,5,10,0,0,8,249.1,369.43,0
43,5,12,0,4,14,249.1,369.43,0
44,5,11,0,0,13,249.1,369.43,0
45,5,10,0,0,29,249.1,369.43,0
46,5,11,0,2,51,249.1,369.43,0
47,5,10,0,0,32,249.1,369.43,0
48,5,12,0,5,53,249.1,369.43,0
49,5,12,4,3,11,249.1,369.43,0
50,5,11,0,1,10,249.1,369.43,0
51,5,12,0,0,12,249.1,369.43,0
52,5,10,0,1,9,249.1,369.43,0
53,5,11,2,1,9,249.1,369.43,0
54,5,12,0,3,12,249.1,369.43,0
55,5,11,0,2,13,249.1,369.43,0
56,5,12,4,2,14,249.1,369.43,0
57,5,11,0,0,9,249.1,369.43,0
58,5,12,0,0,32,249.1,369.43,0
59,5,11,0,2,15,249.1,369.43,0
60,5,12,0,3,9,249.1,369.43,0
61,5,11,0,1,31,249.1,369.43,0
62,5,13,0,2,3,249.1,369.43,0
63,5,12,6,1,32,249.1,369.43,0
64,5,11,0,1,5,249.1,369.43,0
65,5,11,0,0,6,249.1,369.43,0
66,5,10,0,0,17,249.1,369.43,0
67,5,10,0,0,12,249.1,369.43,0
68,5,11,0,2,24,249.1,369.43,0
69,5,11,5,2,13,249.1,369.43,0
70,5,12,0,0,46,249.1,369.43,0
71,5,11,0,1,7,249.1,369.43,0
72,5,11,0,0,7,249.1,369.43,0
73,5,13,3,2,11,249.1,369.43,0
74,5,10,0,0,18,249.1,369.43,0
75,5,10,0,0,7,249.1,369.43,0
76,5,11,0,2,28,249.1,369.43,0
77,5,13,10,4,25,249.1,369.43,0
78,5,12,0,2,10,249.1,369.43,0
79,5,11,20,1,9,249.1,369.43,0
80,5,12,0,3,56,249.1,369.43,0
81,5,11,0,1,28,249.1,369.43,0
82,5,12,0,0,9,249.1,369.43,0
83,5,10,0,0,9,249.1,369.43,0
84,5,10,0,0,19,249.1,369.43,0
85,5,12,10,4,20,249.1,369.43,0
86,5,11,0,2,33,249.1,369.43,0
87,5,13,0,2,16,249.1,369.43,0
88,5,11,0,0,26,249.1,369.43,0
89,5,11,0,1,6,249.1,369.43,0
90,5,11,0,1,44,249.1,369.43,0
91,5,10,0,0,15,249.1,369.43,0
92,5,11,0,2,20,249.1,369.43,0
93,5,10,0,0,8,249.1,369.43,0
94,5,12,0,2,19,249.1,369.43,0
95,5,10,0,0,7,249.1,369.43,0
96,5,12,12,4,18,249.1,369.43,0
97,5,12,6,1,14,249.1,369.43,0
98,5,10,0,0,39,249.1,369.43,0
99,5,12,10,3,36,249.1,369.43,0
100,5,12,0,2,28,249.1,369.43,0
101,5,12,0,1,5,249.1,369.43,0
102,5,10,0,0,24,249.1,369.43,1
103,5,10,0,2,26,249.1,369.43,0
104,5,10,0,1,19,249.1,369.43,0
105,5,12,6,1,16,249.1,369.43,0
106,5,11,5,1,12,249.1,369.43,0
107,5,11,0,0,15,249.1,369.43,0
108,5,11,0,0,8,249.1,369.43,0
109,5,10,0,0,22,249.1,369.43,0
110,5,12,0,2,74,249.1,369.43,0
111,5,11,0,1,52,249.1,369.43,0
112,5,12,4,2,24,249.1,369.43,0
113,5,11,0,0,22,249.1,369.43,0
114,5,11,0,1,8,249.1,369.43,0
115,5,11,19,4,19,249.1,369.43,0
116,5,11,3,1,30,249.1,369.43,0
117,5,10,0,0,12,249.1,369.43,0
118,5,12,1,3,14,249.1,369.43,0
119,5,11,16,1,14,249.1,369.43,0
120,5,11,0,1,8,249.1,369.43,0
121,5,12,0,1,18,249.1,369.43,0
122,5,13,16,3,33,249.1,369.43,0
123,5,12,0,3,3,249.1,369.43,0
124,5,10,0,0,12,249.1,369.43,0
125,5,11,0,2,32,249.1,369.43,0
126,5,12,8,3,33,249.1,369.43,0
127,5,10,0,0,20,249.1,369.43,0
128,5,11,14,2,43,249.1,369.43,0
129,5,11,0,3,35,249.1,369.43,0
130,5,12,5,1,9,249.1,369.43,0
131,5,11,0,4,39,249.1,369.43,0
132,5,10,0,1,5,249.1,369.43,0
133,5,10,0,0,32,249.1,369.43,0
134,5,12,0,2,14,249.1,369.43,0
135,5,12,5,2,24,249.1,369.43,0
136,5,12,4,2,65,249.1,369.43,0
137,5,10,0,0,18,249.1,369.43,0
138,5,12,0,2,39,249.1,369.43,0
139,5,11,0,1,41,249.1,369.43,0
140,5,11,0,2,13,249.1,369.43,0
141,5,11,0,0,33,249.1,369.43,0
142,5,12,0,2,48,249.1,369.43,0
143,5,12,0,3,28,249.1,369.43,0
144,5,11,0,1,42,249.1,369.43,0
145,5,11,3,1,8,249.1,369.43,0
146,5,11,0,2,42,249.1,369.43,0
147,5,13,12,3,14,249.1,369.43,0
148,5,11,0,5,48,249.1,369.43,0
149,5,13,14,2,10,249.1,369.43,0
150,5,12,11,3,45,249.1,369.43,0
151,5,11,4,1,22,249.1,369.43,0
152,5,13,14,3,33,249.1,369.43,0
153,5,12,0,3,14,249.1,369.43,0
154,5,11,0,2,8,249.1,369.43,0
155,5,12,13,3,38,249.1,369.43,0
156,5,10,0,0,12,249.1,369.43,0
157,5,10,0,0,37,249.1,369.43,0
158,5,11,0,0,22,249.1,369.43,0
159,5,11,7,1,55,249.1,369.43,0
160,5,12,0,4,10,249.1,369.43,0
161,5,12,14,3,27,249.1,369.43,0
162,5,12,2,2,20,249.1,369.43,0
163,5,11,0,2,59,249.1,369.43,0
164,5,10,0,0,12,249.1,369.43,0
165,5,11,0,1,25,249.1,369.43,0
166,5,10,0,1,12,249.1,369.43,0
167,5,10,0,0,15,249.1,369.43,0
168,5,11,0,2,7,249.1,369.43,1
169,5,10,0,0,9,249.1,369.43,0
170,5,11,0,2,22,249.1,369.43,0
171,5,10,0,0,23,249.1,369.43,0
172,5,11,0,1,9,249.1,369.43,0
173,5,13,3,2,18,249.1,369.43,0
174,5,11,0,1,16,249.1,369.43,0
175,5,11,0,2,44,249.1,369.43,0
176,5,12,4,2,32,249.1,369.43,0
177,5,11,0,0,1,249.1,369.43,0
178,5,14,22,3,76,249.1,369.43,0
179,5,11,6,1,45,249.1,369.43,0
180,5,11,0,0,44,249.1,369.43,0
181,5,12,0,1,33,249.1,369.43,0
182,5,12,0,5,13,249.1,369.43,0
183,5,11,0,2,10,249.1,369.43,0
1,6,10,0,0,18,249.5,358.3,1
2,6,11,0,1,8,249.5,358.3,0
3,6,11,0,2,12,249.5,358.3,0
4,6,10,0,0,19,249.5,358.3,0
5,6,11,0,2,4,249.5,358.3,0
6,6,12,10,2,8,249.5,358.3,0
7,6,12,0,3,3,249.5,358.3,0
8,6,13,0,2,10,249.5,358.3,0
9,6,10,0,0,24,249.5,358.3,0
10,6,11,0,0,17,249.5,358.3,0
11,6,10,0,0,3,249.5,358.3,0
12,6,10,0,0,10,249.5,358.3,0
13,6,11,0,4,12,249.5,358.3,0
14,6,10,0,0,10,249.5,358.3,0
15,6,10,0,0,22,249.5,358.3,0
16,6,13,4,3,27,249.5,358.3,0
17,6,10,0,0,20,249.5,358.3,0
18,6,13,0,0,22,249.5,358.3,0
19,6,13,6,2,42,249.5,358.3,0
20,6,11,0,2,5,249.5,358.3,0
21,6,10,11,2,30,249.5,358.3,0
22,6,12,10,3,11,249.5,358.3,0
23,6,14,10,3,5,249.5,358.3,0
24,6,11,0,1,11,249.5,358.3,0
25,6,10,0,0,13,249.5,358.3,0
26,6,10,8,2,26,249.5,358.3,0
27,6,11,0,1,20,249.5,358.3,0
28,6,10,0,0,13,249.5,358.3,0
29,6,12,0,0,17,249.5,358.3,0
30,6,12,0,1,13,249.5,358.3,0
31,6,13,10,2,12,249.5,358.3,0
32,6,11,9,2,4,249.5,358.3,0
33,6,11,14,2,30,249.5,358.3,0
34,6,12,3,3,5,249.5,358.3,0
35,6,11,0,2,12,249.5,358.3,0
36,6,10,0,0,20,249.5,358.3,0
37,6,12,10,4,10,249.5,358.3,0
38,6,12,0,1,13,249.5,358.3,0
39,6,11,0,2,13,249.5,358.3,0
40,6,11,0,2,16,249.5,358.3,0
41,6,14,13,4,8,249.5,358.3,0
42,6,10,0,0,8,249.5,358.3,0
43,6,12,0,3,14,249.5,358.3,0
44,6,11,0,1,19,249.5,358.3,0
45,6,10,0,0,7,249.5,358.3,0
46,6,12,35,2,52,249.5,358.3,0
47,6,10,0,0,32,249.5,358.3,0
48,6,12,10,3,37,249.5,358.3,0
49,6,12,0,3,28,249.5,358.3,0
50,6,11,0,2,19,249.5,358.3,0
51,6,13,4,2,13,249.5,358.3,0
52,6,10,6,1,4,249.5,358.3,0
53,6,11,0,0,14,249.5,358.3,0
54,6,12,0,1,13,249.5,358.3,0
55,6,11,2,2,13,249.5,358.3,0
56,6,12,7,3,7,249.5,358.3,0
57,6,11,0,0,10,249.5,358.3,0
58,6,14,20,4,42,249.5,358.3,0
59,6,12,13,2,19,249.5,358.3,0
60,6,12,0,3,13,249.5,358.3,0
61,6,11,0,2,21,249.5,358.3,0
62,6,13,0,3,11,249.5,358.3,0
63,6,12,0,2,37,249.5,358.3,0
64,6,12,15,4,6,249.5,358.3,0
65,6,11,0,0,8,249.5,358.3,0
66,6,10,0,0,19,249.5,358.3,0
67,6,10,0,0,14,249.5,358.3,0
68,6,11,0,0,6,249.5,358.3,0
69,6,11,0,2,10,249.5,358.3,0
70,6,12,0,0,51,249.5,358.3,0
71,6,11,0,1,4,249.5,358.3,0
72,6,11,0,1,4,249.5,358.3,0
73,6,13,0,2,17,249.5,358.3,0
74,6,10,4,1,17,249.5,358.3,0
75,6,10,0,0,4,249.5,358.3,0
76,6,11,0,3,20,249.5,358.3,0
77,6,13,4,3,22,249.5,358.3,0
78,6,12,4,2,17,249.5,358.3,0
79,6,10,0,0,7,249.5,358.3,0
80,6,13,40,2,32,249.5,358.3,0
81,6,11,0,3,22,249.5,358.3,0
82,6,13,0,3,2,249.5,358.3,0
83,6,10,0,0,9,249.5,358.3,0
84,6,10,0,0,32,249.5,358.3,0
85,6,12,0,2,34,249.5,358.3,0
86,6,12,10,4,27,249.5,358.3,0
87,6,13,0,3,23,249.5,358.3,0
88,6,11,0,0,13,249.5,358.3,0
89,6,11,0,2,14,249.5,358.3,0
90,6,11,0,3,53,249.5,358.3,0
91,6,10,0,0,14,249.5,358.3,0
92,6,11,0,2,20,249.5,358.3,0
93,6,10,0,0,6,249.5,358.3,0
94,6,12,0,2,21,249.5,358.3,0
95,6,10,0,1,19,249.5,358.3,0
96,6,11,0,1,17,249.5,358.3,0
97,6,12,0,2,24,249.5,358.3,0
98,6,10,0,0,34,249.5,358.3,0
99,6,12,20,2,39,249.5,358.3,0
100,6,12,0,0,11,249.5,358.3,0
101,6,12,0,2,5,249.5,358.3,0
102,6,10,0,0,26,249.5,358.3,1
103,6,11,9,3,13,249.5,358.3,0
104,6,10,0,0,14,249.5,358.3,0
105,6,12,4,2,10,249.5,358.3,0
106,6,11,10,2,15,249.5,358.3,0
107,6,12,30,2,16,249.5,358.3,0
108,6,11,0,0,10,249.5,358.3,0
109,6,10,0,0,12,249.5,358.3,0
110,6,12,0,0,57,249.5,358.3,0
111,6,11,0,2,59,249.5,358.3,0
112,6,13,10,3,19,249.5,358.3,0
113,6,11,0,0,27,249.5,358.3,0
114,6,12,0,5,19,249.5,358.3,0
115,6,11,13,2,22,249.5,358.3,0
116,6,11,0,1,32,249.5,358.3,0
117,6,10,0,0,17,249.5,358.3,0
118,6,12,9,3,13,249.5,358.3,0
119,6,10,0,0,25,249.5,358.3,0
120,6,11,0,3,13,249.5,358.3,0
121,6,13,3,4,14,249.5,358.3,0
122,6,13,0,3,39,249.5,358.3,0
123,6,13,13,3,5,249.5,358.3,0
124,6,10,0,1,14,249.5,358.3,0
125,6,12,13,4,30,249.5,358.3,0
126,6,13,29,2,38,249.5,358.3,0
127,6,10,0,0,26,249.5,358.3,0
128,6,11,7,2,25,249.5,358.3,0
129,6,12,10,4,35,249.5,358.3,0
130,6,12,0,2,10,249.5,358.3,0
131,6,11,0,1,33,249.5,358.3,0
132,6,10,0,3,6,249.5,358.3,0
133,6,10,0,0,16,249.5,358.3,0
134,6,12,0,4,15,249.5,358.3,0
135,6,12,0,0,16,249.5,358.3,0
136,6,12,5,3,66,249.5,358.3,0
137,6,10,3,1,25,249.5,358.3,0
138,6,12,0,4,50,249.5,358.3,0
139,6,11,0,2,29,249.5,358.3,0
140,6,11,0,1,13,249.5,358.3,0
141,6,11,0,1,27,249.5,358.3,0
142,6,13,10,3,33,249.5,358.3,0
143,6,12,0,2,27,249.5,358.3,0
144,6,11,0,1,47,249.5,358.3,0
145,6,11,0,3,7,249.5,358.3,0
146,6,11,0,2,25,249.5,358.3,0
147,6,13,2,3,16,249.5,358.3,0
148,6,11,0,3,30,249.5,358.3,0
149,6,12,0,0,13,249.5,358.3,0
150,6,12,0,2,44,249.5,358.3,0
151,6,11,0,0,21,249.5,358.3,0
152,6,13,14,2,25,249.5,358.3,0
153,6,12,0,0,13,249.5,358.3,0
154,6,12,7,3,8,249.5,358.3,0
155,6,11,0,1,40,249.5,358.3,0
156,6,10,0,0,14,249.5,358.3,0
157,6,10,0,0,32,249.5,358.3,0
158,6,12,9,2,14,249.5,358.3,0
159,6,11,6,1,78,249.5,358.3,0
160,6,12,0,3,7,249.5,358.3,0
161,6,11,0,1,22,249.5,358.3,0
162,6,12,7,1,20,249.5,358.3,0
163,6,11,0,2,34,249.5,358.3,0
164,6,10,0,0,10,249.5,358.3,0
165,6,11,0,3,13,249.5,358.3,0
166,6,11,4,3,9,249.5,358.3,0
167,6,10,0,0,23,249.5,358.3,0
168,6,11,2,2,4,249.5,358.3,1
169,6,10,0,0,3,249.5,358.3,0
170,6,11,0,1,24,249.5,358.3,0
171,6,10,0,0,27,249.5,358.3,0
172,6,11,0,0,6,249.5,358.3,0
173,6,13,0,2,15,249.5,358.3,0
174,6,11,2,1,18,249.5,358.3,0
175,6,11,0,2,33,249.5,358.3,0
176,6,13,11,4,25,249.5,358.3,0
177,6,12,8,2,3,249.5,358.3,0
178,6,14,28,3,49,249.5,358.3,0
179,6,11,0,0,57,249.5,358.3,0
180,6,11,0,1,45,249.5,358.3,0
181,6,12,0,1,23,249.5,358.3,0
182,6,12,0,4,13,249.5,358.3,0
183,6,11,0,1,10,249.5,358.3,0
1,7,10,0,0,10,250.2,373.09,1
2,7,11,4,2,15,250.2,373.09,0
3,7,11,0,3,14,250.2,373.09,0
4,7,10,0,0,21,250.2,373.09,0
5,7,11,0,1,3,250.2,373.09,0
6,7,13,12,4,10,250.2,373.09,0
7,7,13,18,3,7,250.2,373.09,0
8,7,13,0,3,23,250.2,373.09,0
9,7,11,15,1,12,250.2,373.09,0
10,7,11,6,0,16,250.2,373.09,0
11,7,10,0,0,11,250.2,373.09,0
12,7,10,0,0,18,250.2,373.09,0
13,7,12,17,7,16,250.2,373.09,0
14,7,10,0,0,22,250.2,373.09,0
15,7,10,0,1,7,250.2,373.09,0
16,7,14,10,4,34,250.2,373.09,0
17,7,10,0,0,22,250.2,373.09,0
18,7,13,0,0,30,250.2,373.09,0
19,7,13,0,1,41,250.2,373.09,0
20,7,11,0,2,5,250.2,373.09,0
21,7,10,0,2,36,250.2,373.09,0
22,7,13,18,6,15,250.2,373.09,0
23,7,13,0,0,1,250.2,373.09,0
24,7,11,0,1,8,250.2,373.09,0
25,7,10,0,0,21,250.2,373.09,0
26,7,10,0,3,28,250.2,373.09,0
27,7,11,0,2,19,250.2,373.09,0
28,7,10,0,0,9,250.2,373.09,0
29,7,12,0,0,16,250.2,373.09,0
30,7,13,2,3,13,250.2,373.09,0
31,7,13,0,3,11,250.2,373.09,0
32,7,11,5,3,0,250.2,373.09,0
33,7,11,16,2,31,250.2,373.09,0
34,7,12,2,3,6,250.2,373.09,0
35,7,11,0,2,8,250.2,373.09,0
36,7,10,0,0,19,250.2,373.09,0
37,7,12,13,2,34,250.2,373.09,0
38,7,13,0,3,14,250.2,373.09,0
39,7,11,0,2,9,250.2,373.09,0
40,7,11,0,4,9,250.2,373.09,0
41,7,14,6,3,7,250.2,373.09,0
42,7,10,0,0,7,250.2,373.09,0
43,7,13,0,6,17,250.2,373.09,0
44,7,11,0,0,15,250.2,373.09,0
45,7,10,0,0,15,250.2,373.09,0
46,7,11,0,1,47,250.2,373.09,0
47,7,10,0,0,40,250.2,373.09,0
48,7,13,20,4,31,250.2,373.09,0
49,7,12,0,1,7,250.2,373.09,0
50,7,11,7,2,8,250.2,373.09,0
51,7,13,0,1,16,250.2,373.09,0
52,7,10,0,0,11,250.2,373.09,0
53,7,11,5,1,19,250.2,373.09,0
54,7,12,4,1,11,250.2,373.09,0
55,7,11,0,2,14,250.2,373.09,0
56,7,12,2,2,7,250.2,373.09,0
57,7,11,0,0,7,250.2,373.09,0
58,7,14,10,3,30,250.2,373.09,0
59,7,12,14,1,15,250.2,373.09,0
60,7,12,0,3,7,250.2,373.09,0
61,7,11,0,4,33,250.2,373.09,0
62,7,14,8,4,4,250.2,373.09,0
63,7,12,0,3,46,250.2,373.09,0
64,7,11,0,3,9,250.2,373.09,0
65,7,11,0,0,15,250.2,373.09,0
66,7,10,0,0,26,250.2,373.09,0
67,7,10,0,0,10,250.2,373.09,0
68,7,11,0,0,24,250.2,373.09,0
69,7,11,6,3,14,250.2,373.09,0
70,7,12,0,0,52,250.2,373.09,0
71,7,11,0,1,4,250.2,373.09,0
72,7,11,0,0,2,250.2,373.09,0
73,7,13,0,3,16,250.2,373.09,0
74,7,10,6,1,12,250.2,373.09,0
75,7,10,0,0,9,250.2,373.09,0
76,7,11,0,4,26,250.2,373.09,0
77,7,13,0,2,27,250.2,373.09,0
78,7,13,15,4,16,250.2,373.09,0
79,7,10,0,0,8,250.2,373.09,0
80,7,12,18,1,35,250.2,373.09,0
81,7,11,0,4,15,250.2,373.09,0
82,7,13,0,2,11,250.2,373.09,0
83,7,10,0,0,2,250.2,373.09,0
84,7,10,0,0,20,250.2,373.09,0
85,7,12,0,2,25,250.2,373.09,0
86,7,12,0,3,38,250.2,373.09,0
87,7,14,15,3,24,250.2,373.09,0
88,7,11,0,0,23,250.2,373.09,0
89,7,11,0,2,10,250.2,373.09,0
90,7,11,0,3,53,250.2,373.09,0
91,7,10,0,0,29,250.2,373.09,0
92,7,11,0,3,22,250.2,373.09,0
93,7,10,0,0,8,250.2,373.09,0
94,7,12,0,1,27,250.2,373.09,0
95,7,10,0,0,5,250.2,373.09,0
96,7,11,0,3,15,250.2,373.09,0
97,7,12,0,1,32,250.2,373.09,0
98,7,10,0,0,71,250.2,373.09,0
99,7,13,30,3,36,250.2,373.09,0
100,7,12,0,0,29,250.2,373.09,0
101,7,12,0,1,15,250.2,373.09,0
102,7,10,0,0,23,250.2,373.09,1
103,7,11,0,1,34,250.2,373.09,0
104,7,10,0,1,17,250.2,373.09,0
105,7,12,0,2,22,250.2,373.09,0
106,7,11,11,3,15,250.2,373.09,0
107,7,11,0,2,17,250.2,373.09,0
108,7,11,0,0,15,250.2,373.09,0
109,7,10,0,0,31,250.2,373.09,0
110,7,12,0,0,52,250.2,373.09,0
111,7,11,0,2,31,250.2,373.09,0
112,7,13,0,2,25,250.2,373.09,0
113,7,11,0,0,17,250.2,373.09,0
114,7,12,0,3,21,250.2,373.09,0
115,7,11,6,2,20,250.2,373.09,0
116,7,11,0,1,35,250.2,373.09,0
117,7,10,0,0,13,250.2,373.09,0
118,7,13,13,6,15,250.2,373.09,0
119,7,10,0,0,23,250.2,373.09,0
120,7,11,0,1,14,250.2,373.09,0
121,7,13,3,2,19,250.2,373.09,0
122,7,14,4,5,36,250.2,373.09,0
123,7,12,0,1,8,250.2,373.09,0
124,7,10,0,1,12,250.2,373.09,0
125,7,11,0,1,22,250.2,373.09,0
126,7,12,0,1,38,250.2,373.09,0
127,7,10,0,0,20,250.2,373.09,0
128,7,11,0,0,34,250.2,373.09,0
129,7,12,12,1,34,250.2,373.09,0
130,7,12,0,0,9,250.2,373.09,0
131,7,11,0,2,38,250.2,373.09,0
132,7,10,0,3,9,250.2,373.09,0
133,7,10,0,0,20,250.2,373.09,0
134,7,12,10,2,23,250.2,373.09,0
135,7,12,0,1,22,250.2,373.09,0
136,7,12,3,2,60,250.2,373.09,0
137,7,10,0,0,23,250.2,373.09,0
138,7,12,0,1,42,250.2,373.09,0
139,7,11,0,2,27,250.2,373.09,0
140,7,12,0,4,16,250.2,373.09,0
141,7,11,0,1,35,250.2,373.09,0
142,7,13,0,2,64,250.2,373.09,0
143,7,12,0,4,19,250.2,373.09,0
144,7,11,0,1,37,250.2,373.09,0
145,7,12,6,5,4,250.2,373.09,0
146,7,11,0,2,26,250.2,373.09,0
147,7,13,3,4,15,250.2,373.09,0
148,7,12,26,3,59,250.2,373.09,0
149,7,12,0,1,19,250.2,373.09,0
150,7,13,11,2,50,250.2,373.09,0
151,7,11,0,2,21,250.2,373.09,0
152,7,13,13,4,23,250.2,373.09,0
153,7,12,0,2,17,250.2,373.09,0
154,7,12,3,2,6,250.2,373.09,0
155,7,11,6,1,42,250.2,373.09,0
156,7,10,0,0,4,250.2,373.09,0
157,7,10,0,0,30,250.2,373.09,0
158,7,12,4,3,19,250.2,373.09,0
159,7,11,0,3,98,250.2,373.09,0
160,7,12,0,4,19,250.2,373.09,0
161,7,12,4,3,25,250.2,373.09,0
162,7,13,16,2,19,250.2,373.09,0
163,7,12,0,5,38,250.2,373.09,0
164,7,10,0,0,14,250.2,373.09,0
